model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 CL Class,2014,16995,Semi-Auto,37208,Diesel,,62.8,2.1
 GLE Class,2017,28500,Semi-Auto,28297,Diesel,200,47.9,2.1
,2016,13900,Manual,16349,Diesel,20,72.4,1.5
 CL Class,2015,18498,Semi-Auto,18982,Diesel,20,67.3,
,,31498,Semi-Auto,,Diesel,,47.9,2.1
,2016,15698,Automatic,42062,Petrol,,50.4,2.0
 C Class,2015,16998,Semi-Auto,43883,Diesel,125,60.1,2.1
 GLA Class,,17498,Semi-Auto,30154,Diesel,125,,2.1
 C Class,2017,20998,Semi-Auto,,Diesel,20,,2.1
 C Class,2016,20998,Semi-Auto,,Hybrid,0,122.8,
 C Class,,16498,Automatic,20764,Diesel,,58.9,
 B Class,,15998,Semi-Auto,21306,Diesel,145,68.9,2.1
 C Class,,11998,Semi-Auto,31706,Diesel,145,53.3,2.1
 E Class,2018,32498,Semi-Auto,9252,Petrol,145,33.6,
,2017,19295,Automatic,39643,Diesel,,,2.1
,2017,21950,Automatic,,Diesel,145,65.7,
 C Class,2019,24495,Semi-Auto,,Diesel,,,2.0
,2016,24995,Automatic,,Diesel,125,56.5,2.1
 C Class,2016,18990,Semi-Auto,26413,Diesel,20,64.2,2.1
 GLC Class,2018,27590,Semi-Auto,,Diesel,145,56.5,2.1
,2013,9495,Semi-Auto,,Diesel,,,2.1
 GLA Class,2017,22750,Semi-Auto,9000,Diesel,145,56.5,
 GLA Class,2016,21595,Semi-Auto,,Petrol,,43.5,2.0
 C Class,2015,12495,Semi-Auto,50374,Diesel,,65.7,2.1
 V Class,2018,20498,Manual,,Diesel,145,46.3,2.1
 V Class,2018,19498,Manual,24164,Diesel,145,,2.1
 C Class,2015,17498,Semi-Auto,42471,Hybrid,,76.4,2.1
,,16198,Manual,41974,Diesel,20,68.9,2.1
 V Class,,20498,Manual,23128,Diesel,,,2.1
,2016,30498,Semi-Auto,17624,Diesel,200,,3.0
 C Class,,17998,Semi-Auto,16291,Petrol,145,,2.0
 V Class,2018,19998,Manual,27222,Diesel,145,46.3,2.1
 V Class,2016,17998,Manual,,Diesel,200,46.3,2.1
 V Class,,20498,Manual,20138,Diesel,145,,
 B Class,,13498,Manual,,Diesel,20,68.9,1.5
,2017,29998,Semi-Auto,,Diesel,265,,3.0
,,20998,Semi-Auto,,Diesel,125,56.5,2.1
,2017,21498,Semi-Auto,31750,Diesel,145,,2.0
,2015,17498,Semi-Auto,,Diesel,125,56.5,
 A Class,2014,10498,Manual,63177,Diesel,30,64.2,2.1
 GLA Class,,20498,Semi-Auto,45231,Petrol,235,37.7,2.0
 C Class,2016,16998,Semi-Auto,43014,Diesel,30,,
 E Class,2017,19698,Semi-Auto,25152,Diesel,145,72.4,
 C Class,2017,25798,Semi-Auto,9676,Diesel,145,,
 C Class,2018,20498,Semi-Auto,,Diesel,145,60.1,2.1
,2015,13498,Manual,38438,Diesel,,70.6,
,2015,17998,Semi-Auto,34464,Diesel,145,53.3,3.0
,2016,18998,Semi-Auto,,Diesel,125,56.5,2.1
 B Class,2019,21998,Semi-Auto,7214,Diesel,145,55.4,2.0
 CLS Class,2019,40998,Semi-Auto,4001,Diesel,145,,
 CLS Class,2015,19698,Semi-Auto,44143,Diesel,160,51.4,3.0
,2019,23498,Semi-Auto,19204,Diesel,150,61.4,2.0
 GLE Class,2017,26998,Semi-Auto,47120,Diesel,,,2.1
 GLC Class,2016,20998,Semi-Auto,36240,Diesel,125,56.5,
,,14498,Manual,21945,Petrol,,53.3,
 E Class,,20998,Semi-Auto,21929,Diesel,30,65.7,2.0
 V Class,2018,19998,Manual,,Diesel,145,46.3,
 V Class,2016,17998,Manual,21981,Diesel,200,46.3,2.1
 A Class,2014,13998,Semi-Auto,29670,Diesel,20,,2.1
,,29498,Semi-Auto,,Diesel,,,
 GLC Class,2016,21998,Semi-Auto,27894,Diesel,,56.5,2.1
 A Class,2019,21998,Semi-Auto,11578,Petrol,150,53.3,
 GLE Class,2017,28998,Semi-Auto,18855,Diesel,,47.9,
,2015,12495,Automatic,55000,Diesel,30,,2.1
,2017,19498,Semi-Auto,54028,Diesel,150,65.7,2.0
 GLE Class,,31298,Semi-Auto,,Diesel,145,,2.1
 CLS Class,2016,22998,Semi-Auto,25536,Diesel,160,51.4,3.0
 A Class,2017,16798,Manual,,Diesel,20,,1.5
 A Class,,15498,Manual,35295,Diesel,20,,1.5
 CL Class,2015,15998,Manual,29901,Petrol,,50.4,1.6
,,10998,Semi-Auto,,Diesel,30,,
 V Class,2018,19998,Manual,,Diesel,145,,2.1
 A Class,2013,15498,Semi-Auto,,Petrol,160,,
 C Class,,16998,Semi-Auto,38830,Diesel,20,64.2,
 C Class,2015,16798,Semi-Auto,,Diesel,30,64.2,2.1
,2015,11498,Manual,,Diesel,0,74.3,1.5
 CL Class,,11460,Manual,,Petrol,125,50.4,
 C Class,2016,13991,Semi-Auto,49494,Diesel,30,,
 GLA Class,2018,20810,Automatic,18462,Petrol,145,,2.0
,2016,16130,Semi-Auto,36152,Diesel,125,56.5,2.1
 A Class,2015,12380,Manual,,Diesel,,70.6,1.5
 V Class,2018,20998,Manual,22740,Diesel,145,46.3,2.1
 A Class,2013,13998,Semi-Auto,29698,Diesel,,64.2,2.1
 CLS Class,2015,16498,Semi-Auto,39858,Diesel,125,56.5,
,2015,17998,Semi-Auto,25585,Diesel,125,56.5,2.1
,2016,24498,Semi-Auto,16840,Diesel,125,56.5,
,2013,9998,Semi-Auto,34837,Diesel,30,,1.8
 GLC Class,2017,23498,Semi-Auto,32902,Diesel,,,2.1
,,18498,Semi-Auto,26179,Diesel,145,60.1,2.1
,,17498,Manual,,Petrol,145,51.4,1.6
 B Class,,13498,Manual,25726,Diesel,20,68.9,1.5
 GLA Class,2017,16498,Manual,32917,Diesel,30,,2.1
,,60998,Semi-Auto,,Petrol,,40.9,
 GLC Class,2017,24998,Semi-Auto,44847,Diesel,125,56.5,2.1
 E Class,,9500,Semi-Auto,80084,Diesel,30,58.9,2.1
 E Class,2016,21498,Semi-Auto,17078,Diesel,165,50.4,
 C Class,,23998,Semi-Auto,10357,Diesel,145,61.4,2.0
 E Class,2015,19700,Semi-Auto,,Petrol,,,3.5
 E Class,2016,17000,Semi-Auto,,Diesel,,56.5,
 M Class,,18500,Semi-Auto,48928,Diesel,200,46.3,2.1
,2013,16300,Semi-Auto,57367,Diesel,200,44.8,
 GLA Class,,23000,Semi-Auto,10808,Diesel,145,56.5,
 B Class,,8200,Manual,54257,Diesel,30,,1.5
 A Class,2019,23000,Semi-Auto,7864,Petrol,145,,1.3
,2017,25800,Semi-Auto,,Diesel,,56.5,
,2018,20998,Manual,11323,Diesel,145,46.3,2.1
 A Class,2019,20998,Semi-Auto,18881,Diesel,145,,1.5
 E Class,,21298,Semi-Auto,,Diesel,160,,
 CL Class,,25498,Semi-Auto,,Diesel,145,,
 C Class,2019,28998,Semi-Auto,,Diesel,145,61.4,2.0
 GLA Class,2017,17998,Semi-Auto,47465,Diesel,145,64.2,2.1
 C Class,2019,24998,Semi-Auto,15009,Petrol,145,,1.5
,2018,27998,Semi-Auto,,Diesel,145,57.7,2.0
 SL CLASS,2016,20498,Semi-Auto,10643,Diesel,30,70.6,
 E Class,2018,47998,Semi-Auto,9783,Petrol,145,31.7,3.0
,2018,22998,Semi-Auto,16089,Diesel,145,65.7,2.0
 CLS Class,2017,23998,Semi-Auto,27354,Diesel,,49.6,
,2016,20698,Semi-Auto,22284,Diesel,145,54.3,3.0
 GLS Class,,43498,Semi-Auto,,Diesel,145,,3.0
 CLS Class,,23998,Semi-Auto,,Diesel,160,49.6,3.0
 E Class,2016,18998,Semi-Auto,32107,Diesel,,52.3,
,2016,19298,Semi-Auto,,Diesel,160,52.3,
 GLE Class,2017,29698,Semi-Auto,,Diesel,,47.9,
 E Class,2017,21998,Semi-Auto,20239,Diesel,160,,
 C Class,2017,18998,Semi-Auto,,Hybrid,0,,2.1
,2018,18998,Semi-Auto,15075,Petrol,145,,2.0
,,20498,Semi-Auto,35494,Diesel,145,61.4,
 CLS Class,2017,22698,Semi-Auto,36402,Diesel,160,51.4,3.0
 C Class,,13690,Manual,,Diesel,,68.9,
 A Class,2017,14490,Manual,14122,Petrol,,51.4,1.6
 E Class,,13490,Semi-Auto,23226,Diesel,30,58.9,2.1
 C Class,2014,14490,Semi-Auto,31801,Diesel,20,64.2,2.1
 A Class,,29990,Semi-Auto,22923,Petrol,150,,2.0
,2019,33990,Semi-Auto,,Diesel,,40.9,2.0
 C Class,2014,14780,Semi-Auto,59884,Diesel,,,2.1
 C Class,2017,16922,Semi-Auto,52519,Diesel,30,64.2,1.6
,,18350,Semi-Auto,42000,Diesel,30,64.2,2.1
,2016,17595,Automatic,28192,Diesel,30,,
,2016,20998,Semi-Auto,37181,Diesel,160,51.4,
 SL CLASS,2016,18698,Semi-Auto,,Diesel,30,70.6,2.1
 E Class,2017,20998,Semi-Auto,16016,Diesel,145,,2.0
,,20298,Semi-Auto,14035,Diesel,,70.6,2.1
 E Class,,20498,Semi-Auto,27688,Diesel,160,51.4,
 GLE Class,2016,25998,Semi-Auto,,Diesel,,47.9,
 CLS Class,2014,19998,Semi-Auto,25696,Diesel,165,52.3,3.0
,,16315,Semi-Auto,46155,Diesel,,,2.1
,2019,19998,Semi-Auto,13744,Petrol,145,45.6,1.3
,2018,19990,Manual,23415,Diesel,145,46.3,2.1
 E Class,2017,18990,Semi-Auto,,Diesel,,61.4,2.0
,2014,12990,Semi-Auto,,Petrol,,49.6,1.6
 GLA Class,2018,19990,Semi-Auto,24508,Petrol,145,48.7,1.6
 GLE Class,2016,31390,Semi-Auto,,Diesel,,39.2,3.0
,,24990,Automatic,,Diesel,145,,2.1
,2017,29998,Semi-Auto,41298,Diesel,205,45.6,2.2
 S Class,2015,28998,Semi-Auto,,Diesel,205,,3.0
 C Class,2019,29998,Semi-Auto,8520,Diesel,145,61.4,2.0
,,21398,Semi-Auto,34056,Diesel,160,51.4,
 CLS Class,2016,22498,Semi-Auto,,Diesel,160,,3.0
 A Class,,20998,Semi-Auto,,Diesel,145,65.7,1.5
 S Class,2019,59998,Semi-Auto,10500,Petrol,145,34.5,3.0
,2016,21998,Semi-Auto,30496,Diesel,160,,3.0
 CLS Class,2016,22498,Semi-Auto,,Diesel,,51.4,3.0
 C Class,2015,17636,Semi-Auto,,Diesel,30,,
,2017,18990,Semi-Auto,,Diesel,145,,2.0
 A Class,,21290,Automatic,,Diesel,145,,1.5
,2017,13990,Semi-Auto,17603,Petrol,125,53.3,1.6
,2019,21980,Automatic,7716,Petrol,145,45.6,1.5
 C Class,,23990,Automatic,,Petrol,,45.6,1.5
 C Class,2019,21980,Semi-Auto,5572,Petrol,,,
,2019,44990,Automatic,8351,Diesel,,32.8,3.0
 S Class,2015,27998,Semi-Auto,30554,Diesel,200,,3.0
 GLE Class,2015,34998,Semi-Auto,,Diesel,300,39.2,
 E Class,2017,21998,Semi-Auto,,Diesel,145,61.4,2.0
 M Class,2015,22498,Semi-Auto,,Diesel,,39.2,
 B Class,,9998,Semi-Auto,16378,Diesel,20,68.9,1.5
 GLS Class,2019,54990,Semi-Auto,18717,Diesel,145,34.0,3.0
,,24490,Semi-Auto,11052,Diesel,145,65.7,
 C Class,2014,28990,Semi-Auto,,Petrol,570,23.5,6.2
 A Class,2016,15990,Manual,19715,Diesel,,62.8,
,2018,17490,Manual,,Diesel,,62.8,2.1
 E Class,2014,13990,Semi-Auto,49491,Diesel,125,,2.1
 GLE Class,,43990,Automatic,10974,Diesel,145,36.7,
 GLE Class,2019,43490,Semi-Auto,14026,Diesel,,,3.0
 GLE Class,2017,30498,Semi-Auto,,Diesel,,,2.1
 C Class,2019,27990,Automatic,101,Diesel,145,61.4,2.0
 A Class,2020,22490,Automatic,3521,Diesel,145,56.5,
 CL Class,2020,27480,Semi-Auto,,Petrol,145,44.1,1.3
 C Class,,29950,Semi-Auto,101,Diesel,,64.2,2.0
,2017,14990,Semi-Auto,27424,Diesel,145,65.7,2.1
 GLE Class,2017,31990,Semi-Auto,8581,Diesel,,42.8,3.0
 C Class,,31950,Automatic,2985,Diesel,145,51.4,2.0
 C Class,2016,20990,Semi-Auto,,Diesel,30,,
,2017,34950,Semi-Auto,22067,Hybrid,,76.4,3.0
 GLA Class,2015,15390,Semi-Auto,60216,Diesel,125,55.4,2.1
,2017,17990,Semi-Auto,,Diesel,145,72.4,
 V Class,2020,43950,Semi-Auto,,Diesel,145,36.2,
 C Class,2020,29950,Semi-Auto,,Diesel,145,48.7,
 E Class,2020,33950,Automatic,2568,Diesel,,,2.0
 B Class,2019,24950,Automatic,1440,Diesel,145,55.4,2.0
 C Class,,25990,Semi-Auto,,Petrol,,44.1,
,,21750,Manual,4001,Petrol,145,47.1,1.3
 A Class,,21750,Manual,,Petrol,145,47.1,1.3
,2017,16490,Manual,32282,Petrol,,,1.6
,,36990,Automatic,,Petrol,300,34.5,4.0
,2017,40990,Semi-Auto,6200,Diesel,150,,
,2015,18998,Semi-Auto,39530,Diesel,145,,3.0
 S Class,2016,30998,Semi-Auto,,Diesel,,47.9,3.0
 C Class,2017,19998,Semi-Auto,23690,Diesel,125,58.9,2.1
 E Class,2017,21998,Semi-Auto,19249,Diesel,145,65.7,2.0
 SL CLASS,,18698,Semi-Auto,30269,Diesel,,70.6,2.1
 E Class,2016,19998,Semi-Auto,35665,Diesel,,,3.0
 C Class,2013,11998,Semi-Auto,,Petrol,160,44.8,1.6
 C Class,2017,17998,Semi-Auto,22349,Petrol,145,50.4,
 CLS Class,2016,22998,Semi-Auto,,Diesel,165,51.4,3.0
 C Class,,9490,Semi-Auto,41921,Petrol,,47.9,
 C Class,,15690,Semi-Auto,,Diesel,20,,2.1
 A Class,2017,13790,Manual,18332,Petrol,125,,1.6
 C Class,,14990,Manual,41647,Diesel,,65.7,2.1
 E Class,2016,19990,Semi-Auto,,Diesel,160,51.4,3.0
 C Class,2018,19490,Semi-Auto,11810,Diesel,,,
 C Class,,28990,Semi-Auto,2000,Diesel,145,,2.0
 A Class,2019,20950,Semi-Auto,4692,Diesel,,65.7,1.3
 C Class,2017,19250,Semi-Auto,,Diesel,125,60.1,2.1
 E Class,2016,22990,Automatic,49521,Diesel,160,51.4,
,2016,16450,Manual,25623,Petrol,200,41.5,
 A Class,,21990,Automatic,6954,Diesel,145,,1.5
,2018,26480,Semi-Auto,,Diesel,,56.5,2.1
,2017,20790,Semi-Auto,22485,Hybrid,0,,2.1
 GLE Class,2019,53990,Automatic,5214,Diesel,,32.5,
 GLC Class,,19490,Semi-Auto,,Diesel,125,56.5,2.1
 GLC Class,2018,27990,Semi-Auto,21734,Diesel,,56.5,2.1
,2017,18998,Semi-Auto,18847,Petrol,150,,1.6
 CLS Class,,20498,Semi-Auto,,Diesel,165,,3.0
 CLS Class,2015,20498,Semi-Auto,41955,Diesel,165,51.4,
,,21498,Semi-Auto,35474,Diesel,165,,3.0
 GLA Class,2017,18698,Semi-Auto,20954,Diesel,150,67.3,2.1
 CLS Class,2016,22998,Semi-Auto,,Diesel,,49.6,
,2020,66990,Semi-Auto,,Diesel,,30.4,3.0
 C Class,2020,28990,Automatic,3458,Petrol,,46.3,
 GLC Class,2019,31990,Automatic,7977,Diesel,145,56.5,
,,14450,Semi-Auto,19598,Petrol,125,53.3,2.0
 GLC Class,,27990,Semi-Auto,,Diesel,145,,
,2016,19690,Semi-Auto,38087,Diesel,,67.3,2.1
 GLC Class,,38990,Semi-Auto,,Petrol,145,34.0,3.0
 A Class,2017,15590,Semi-Auto,34553,Diesel,145,,
 S Class,2019,45990,Semi-Auto,14259,Diesel,145,52.3,3.0
,2017,37950,Semi-Auto,20925,Diesel,145,,3.0
 GLC Class,2018,36850,Automatic,,Petrol,145,34.0,
 C Class,2019,30950,Automatic,,Diesel,145,55.4,
 A Class,2019,99950,Automatic,2013,Petrol,145,22.6,4.0
 S Class,,54990,Automatic,1501,Diesel,145,41.5,3.0
 C Class,2019,24950,Automatic,7006,Petrol,,47.1,
 C Class,2019,25950,Automatic,10485,Petrol,145,,1.5
 GLC Class,2019,34950,Automatic,3100,Diesel,,43.5,2.0
 GLC Class,2020,32950,Automatic,,Diesel,,44.8,2.0
 GLC Class,,35490,Automatic,2644,Diesel,145,40.9,
,2020,23690,Automatic,3012,Diesel,145,55.4,
 GLE Class,2017,27990,Automatic,17400,Diesel,145,42.8,
,2019,20990,Semi-Auto,15059,Diesel,,,1.5
 CL Class,2019,24990,Semi-Auto,,Diesel,145,,2.2
,2018,21990,Semi-Auto,1871,Petrol,145,44.1,1.5
,2015,14750,Semi-Auto,,Diesel,,64.2,2.1
,,27950,Automatic,,Diesel,145,,
 GLE Class,,27790,Automatic,,Diesel,,,
 A Class,,21450,Semi-Auto,,Diesel,145,67.3,1.5
 A Class,2018,20295,Semi-Auto,9748,Petrol,145,53.3,1.3
 A Class,2018,18990,Semi-Auto,,Petrol,145,53.3,1.3
,2019,19990,Semi-Auto,9191,Petrol,145,53.3,1.3
 CLS Class,,36490,Semi-Auto,7036,Diesel,145,48.7,2.9
 CLS Class,,33990,Semi-Auto,,Diesel,145,48.7,2.9
,2019,18490,Semi-Auto,6725,Diesel,145,68.9,
 A Class,2019,21450,Semi-Auto,,Diesel,145,67.3,1.5
,,17990,Semi-Auto,,Diesel,145,65.7,1.5
 A Class,2018,17990,Semi-Auto,16196,Diesel,145,,
 A Class,,19498,Semi-Auto,12353,Petrol,,53.3,1.3
,2017,25498,Semi-Auto,9444,Diesel,145,,2.1
,2015,13109,Semi-Auto,24091,Diesel,,68.9,
,2019,27990,Semi-Auto,4158,Petrol,,39.8,2.0
,2019,29490,Semi-Auto,,Diesel,,,2.1
 A Class,2019,19990,Semi-Auto,12456,Petrol,145,53.3,1.3
,,21967,Semi-Auto,47430,Diesel,200,47.9,2.1
 C Class,2013,9798,Semi-Auto,,Diesel,,54.3,
 GLC Class,2016,21998,Automatic,29884,Diesel,125,,2.1
 E Class,2018,26998,Automatic,6286,Petrol,145,39.8,2.0
 C Class,2016,17998,Automatic,32769,Diesel,30,64.2,2.1
,2017,18998,Automatic,,Diesel,145,61.4,
 GLA Class,2014,15498,Semi-Auto,,Diesel,145,,
 E Class,2015,12691,Semi-Auto,,Diesel,125,61.4,2.1
 M Class,2014,16087,Automatic,,Diesel,200,,
 CLS Class,2013,11991,Semi-Auto,,Diesel,200,,3.0
,2013,9600,Automatic,,Diesel,145,,2.0
 C Class,,11791,Semi-Auto,42879,Diesel,,53.3,
 A Class,2015,10991,Semi-Auto,67865,Diesel,,68.9,2.1
 A Class,2014,13251,Semi-Auto,,Diesel,,64.2,
,2016,13691,Semi-Auto,36538,Diesel,,65.7,1.6
 B Class,,10991,Semi-Auto,50501,Diesel,20,,2.1
 A Class,2016,15291,Semi-Auto,10730,Diesel,20,70.6,
,2015,11991,Semi-Auto,59492,Diesel,,67.3,2.1
 C Class,,19991,Semi-Auto,20027,Diesel,,60.1,2.1
 B Class,2017,13291,Semi-Auto,,Diesel,20,70.6,2.1
 A Class,2016,14521,Manual,,Diesel,30,62.8,
 A Class,,20991,Semi-Auto,19561,Petrol,150,45.6,
,2017,23791,Semi-Auto,17263,Diesel,30,65.7,2.1
,2018,23498,Semi-Auto,,Petrol,145,40.4,2.0
 GL Class,2015,32998,Semi-Auto,22548,Diesel,330,,3.0
 E Class,2017,20998,Semi-Auto,,Diesel,,52.3,3.0
 C Class,2014,13491,Manual,56000,Diesel,20,,2.1
 A Class,2016,15378,Manual,21256,Diesel,30,62.8,2.1
,2015,15990,Semi-Auto,49626,Diesel,125,55.4,2.1
 E Class,2017,26027,Semi-Auto,20575,Petrol,145,40.4,2.0
 GLS Class,2019,44990,Automatic,11607,Diesel,145,37.2,
,,17991,Semi-Auto,26193,Diesel,125,56.6,2.1
,,47484,Automatic,3439,Petrol,145,27.4,4.0
 C Class,2017,13587,Semi-Auto,61305,Diesel,150,65.7,
 A Class,,15597,Semi-Auto,20866,Diesel,20,70.6,2.1
 C Class,2015,16310,Semi-Auto,,Diesel,30,,
 E Class,,49500,Automatic,4250,Petrol,145,,3.0
,,44990,Automatic,1474,Petrol,145,29.1,
,2019,25490,Automatic,7512,Diesel,145,72.4,
 B Class,2020,21990,Automatic,4239,Diesel,,55.4,2.0
 A Class,2018,20991,Semi-Auto,,Petrol,145,53.3,1.3
 A Class,2019,19511,Semi-Auto,,Diesel,145,68.9,1.5
 C Class,2017,18200,Semi-Auto,25296,Diesel,30,61.4,2.1
 GLC Class,2017,27520,Semi-Auto,33590,Diesel,,56.5,2.1
 E Class,2020,45990,Semi-Auto,159,Diesel,145,45.6,3.0
 C Class,2015,13621,Semi-Auto,57066,Diesel,30,,
 GLA Class,,17991,Semi-Auto,20233,Diesel,125,,2.1
,,17047,Semi-Auto,14951,Diesel,,68.9,2.1
 A Class,2017,27990,Semi-Auto,,Petrol,200,40.9,2.0
 CL Class,2015,14550,Semi-Auto,,Diesel,,62.8,
 A Class,2016,16411,Semi-Auto,18914,Diesel,20,68.9,
 C Class,,16991,Semi-Auto,29907,Diesel,,64.2,2.1
 GLC Class,2016,26320,Semi-Auto,26065,Diesel,145,56.5,
 GLA Class,,20990,Semi-Auto,18166,Diesel,145,56.5,2.1
 A Class,,27490,Semi-Auto,31775,Petrol,,40.9,2.0
,2016,18300,Automatic,36188,Diesel,30,65.7,2.0
 GLA Class,,18950,Semi-Auto,,Diesel,145,67.3,
 GLC Class,2017,22750,Semi-Auto,29929,Diesel,145,,2.1
 A Class,2019,21250,Semi-Auto,4878,Petrol,145,53.3,1.3
 GLE Class,,27950,Semi-Auto,,Diesel,145,,2.1
 GLE Class,2016,29990,Semi-Auto,63250,Diesel,145,,
,,21990,Automatic,32266,Diesel,160,51.4,
 C Class,,20490,Semi-Auto,10542,Petrol,125,51.4,2.0
 E Class,2015,14980,Semi-Auto,59101,Diesel,160,51.4,2.1
 GLS Class,,43990,Automatic,,Diesel,145,37.2,3.0
,2017,20750,Semi-Auto,9447,Diesel,,67.3,2.1
,2018,26625,Automatic,7175,Diesel,,57.7,2.0
,2019,23690,Semi-Auto,14077,Diesel,,72.4,2.0
,2019,25240,Automatic,14049,Diesel,,,2.2
 A Class,,18240,Automatic,15806,Diesel,,68.9,1.5
 GLC Class,2017,24780,Automatic,,Diesel,145,56.5,2.1
,,24510,Automatic,26995,Diesel,145,,2.1
 GLC Class,,32340,Automatic,1303,Diesel,145,44.8,
 A Class,2019,20991,Semi-Auto,,Petrol,145,53.3,1.3
,,27890,Automatic,19072,Diesel,,,2.1
 A Class,2019,21291,Semi-Auto,13361,Diesel,145,67.3,
 A Class,2019,21190,Semi-Auto,,Diesel,,67.3,1.5
 E Class,,22990,Semi-Auto,15956,Diesel,145,72.4,2.0
,,18990,Semi-Auto,13145,Diesel,145,68.9,1.5
 C Class,2017,21650,Automatic,,Petrol,145,47.1,2.0
,2019,42590,Automatic,12419,Petrol,,32.5,3.0
 C Class,,24690,Semi-Auto,,Petrol,145,,
 C Class,,18270,Semi-Auto,,Diesel,,,2.1
 GLC Class,2018,24690,Semi-Auto,40422,Diesel,145,56.5,2.1
 E Class,,13000,Semi-Auto,50963,Diesel,125,61.4,
 GLC Class,,28295,Semi-Auto,15000,Diesel,,,
 V Class,2018,20498,Manual,21681,Diesel,145,,2.1
 CLS Class,,11998,Semi-Auto,60090,Diesel,200,,3.0
,2013,14498,Semi-Auto,25064,Petrol,160,45.6,
 B Class,,13298,Manual,,Diesel,,68.9,1.5
 GLE Class,,28498,Semi-Auto,,Diesel,,47.9,
 GLA Class,,15998,Manual,,Diesel,,,2.1
 A Class,2015,11998,Semi-Auto,50244,Diesel,20,,1.5
,2017,15990,Semi-Auto,,Diesel,20,,2.1
 A Class,2019,20741,Semi-Auto,11112,Petrol,145,53.3,1.3
 C Class,2017,20591,Semi-Auto,21023,Diesel,,,
,,27991,Semi-Auto,,Diesel,145,,
 C Class,2016,19991,Semi-Auto,,Diesel,20,67.3,2.1
 GLS Class,2017,38580,Automatic,22957,Diesel,145,37.2,3.0
,2016,18435,Semi-Auto,40882,Diesel,125,56.5,
,2018,20490,Semi-Auto,640,Petrol,145,53.3,1.3
,2018,17990,Semi-Auto,,Petrol,145,,1.3
 A Class,2019,19990,Semi-Auto,8293,Petrol,145,53.3,1.3
,2018,18490,Semi-Auto,10857,Petrol,145,53.3,1.3
 A Class,,18085,Semi-Auto,14669,Diesel,145,68.9,1.5
 C Class,2019,18790,Semi-Auto,14288,Diesel,145,64.2,
 GLC Class,2017,29991,Semi-Auto,22489,Diesel,150,,2.1
,2017,16990,Semi-Auto,,Diesel,,64.2,2.1
 C Class,2019,30055,Automatic,,Diesel,145,54.3,2.0
 A Class,2019,20640,Semi-Auto,,Petrol,145,,1.3
 A Class,2019,19599,Manual,13993,Petrol,145,28.5,
 A Class,2019,20450,Manual,8428,Petrol,,28.5,
 A Class,2016,13490,Semi-Auto,33530,Diesel,20,74.3,1.5
,2017,19290,Semi-Auto,26626,Diesel,20,,2.1
 GLC Class,,20990,Automatic,,Diesel,,56.5,2.1
 A Class,2016,14490,Manual,33626,Petrol,,49.6,1.6
,2017,33990,Semi-Auto,45129,Petrol,145,,3.0
 E Class,2017,19490,Semi-Auto,24046,Diesel,30,65.7,
 B Class,2016,13291,Semi-Auto,45250,Diesel,20,68.9,2.1
 C Class,2015,18191,Semi-Auto,11470,Diesel,30,,1.6
 C Class,2016,20991,Semi-Auto,,Diesel,125,58.9,2.1
 C Class,2017,20871,Semi-Auto,,Diesel,145,,2.1
 C Class,2018,25891,Semi-Auto,2240,Petrol,145,,2.0
 CL Class,2016,18391,Semi-Auto,,Diesel,,67.3,
,2017,28991,Semi-Auto,,Diesel,,47.9,2.1
,2016,22498,Semi-Auto,25220,Diesel,125,,2.1
,2017,24498,Semi-Auto,,Diesel,,56.5,
 C Class,,13498,Manual,31125,Diesel,20,70.6,2.1
 M Class,2015,21998,Automatic,,Diesel,300,39.2,3.0
,,15898,Automatic,38004,Diesel,145,55.4,2.1
 C Class,2017,19798,Semi-Auto,19877,Hybrid,0,,2.0
 M Class,2014,16998,Automatic,59812,Diesel,,39.2,3.0
 E Class,2017,21998,Semi-Auto,18812,Diesel,150,65.7,2.0
 GLE Class,2017,30298,Semi-Auto,,Diesel,150,47.9,2.1
 C Class,2019,24498,Semi-Auto,7937,Petrol,,47.1,1.5
 A Class,,14270,Semi-Auto,,Diesel,20,68.9,2.1
 V Class,2018,19498,Manual,29723,Diesel,,,2.1
 CLS Class,,17998,Semi-Auto,46725,Diesel,145,56.5,2.1
 C Class,2017,21998,Semi-Auto,11986,Petrol,150,,2.0
 GLE Class,,34998,Semi-Auto,,Diesel,300,39.2,
,,16498,Semi-Auto,,Diesel,145,68.9,
 CLS Class,2016,21998,Semi-Auto,20306,Diesel,165,,3.0
 CL Class,2014,13495,Semi-Auto,35677,Diesel,30,62.8,2.1
,,14500,Semi-Auto,38783,Diesel,20,64.2,2.1
 GLE Class,2016,34698,Semi-Auto,27229,Diesel,,39.2,
 E Class,,31998,Semi-Auto,,Diesel,,70.6,2.0
 E Class,2019,22990,Semi-Auto,14664,Diesel,,72.4,
 E Class,2019,41550,Automatic,159,Petrol,145,,
,2016,18991,Semi-Auto,27834,Diesel,30,65.7,2.0
 GLA Class,,15561,Semi-Auto,71610,Diesel,125,56.6,2.1
,,19991,Semi-Auto,13570,Petrol,145,53.3,1.3
,,19531,Manual,17447,Petrol,,28.5,1.3
 A Class,,21530,Semi-Auto,14817,Diesel,,67.3,
 B Class,,17990,Automatic,,Diesel,145,68.9,2.1
,2015,13361,Semi-Auto,35034,Petrol,,53.3,
 GLE Class,2017,27692,Semi-Auto,29548,Diesel,260,42.8,
