ID,Year_Birth,Dt_Customer,Recency,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumWebPurchases,NumStorePurchases,Response
3138,1956,20-10-2012,84,27,119,71,108,7,6,1
4994,1943,01-10-2013,53,33,281,129,66,7,13,0
7966,1959,08-01-2013,48,137,401,104,22,11,11,0
3112,1977,05-09-2013,2,4,9,0,4,1,3,0
10872,1969,23-11-2012,65,0,45,0,0,4,11,0
2181,1970,23-06-2013,45,61,753,40,46,3,7,0
1867,1957,13-11-2012,42,48,350,94,84,9,6,1
1518,1965,17-06-2013,29,6,157,25,91,9,7,0
5734,1974,20-11-2013,83,4,36,2,2,2,4,0
2878,1947,28-09-2013,93,31,127,8,17,4,7,0
1458,1982,07-01-2014,40,3,19,3,3,3,3,0
7007,1968,01-04-2014,47,3,18,3,4,3,2,0
6200,1951,08-04-2013,50,108,185,130,38,6,9,0
1403,1975,06-09-2012,40,4,15,3,5,1,3,0
4827,1956,10-03-2013,3,22,202,39,30,4,9,1
6250,1949,19-11-2012,62,15,30,20,0,11,8,1
9291,1959,23-03-2014,25,2,4,0,0,0,3,0
2478,1973,31-08-2013,48,2,4,13,13,1,4,0
1139,1984,06-02-2014,56,14,322,0,14,5,5,1
5138,1950,14-01-2013,68,1,14,3,2,1,3,0
5393,1977,07-08-2012,64,0,6,6,2,1,3,0
10413,1984,25-04-2014,67,83,216,151,141,4,12,0
5015,1976,14-09-2012,94,6,38,3,6,2,3,0
10868,1951,06-02-2013,82,45,654,104,11,3,10,0
10676,1982,02-11-2012,3,193,459,205,26,3,7,1
2495,1974,20-06-2014,24,38,350,111,85,4,10,0
7842,1968,31-03-2013,54,7,34,10,2,3,3,0
9955,1954,12-02-2013,20,8,26,12,7,3,4,0
6663,1940,08-07-2013,96,0,7,0,0,3,4,0
2162,1976,18-09-2013,19,34,103,90,29,3,10,0
3434,1951,12-05-2014,60,72,567,94,12,4,10,0
7919,1976,13-08-2012,2,105,653,28,21,10,8,1
5626,1964,23-11-2013,13,4,89,11,8,4,9,0
6428,1950,03-05-2014,37,10,345,84,54,1,7,0
8514,1976,17-01-2014,59,0,7,3,1,1,3,0
10448,1956,22-10-2012,55,41,86,45,6,5,5,0
2109,1990,23-04-2013,60,71,951,40,17,6,10,1
7530,1950,07-05-2014,48,4,32,17,2,2,4,0
8925,1965,03-07-2013,38,53,98,81,179,8,10,0
3009,1962,09-07-2013,8,16,128,0,0,5,6,1
6355,1978,17-06-2014,19,0,14,7,3,2,4,0
3517,1952,06-05-2013,32,4,44,10,10,3,3,1
1158,1966,05-01-2014,27,1,15,2,0,3,4,0
6203,1947,24-08-2013,58,149,815,173,49,6,12,0
7165,1972,22-10-2013,59,35,172,56,86,8,10,0
3595,1963,28-02-2014,29,43,239,128,76,6,12,0
8537,1949,27-02-2013,60,80,553,123,94,3,7,1
4331,1978,23-01-2014,41,26,376,17,26,3,11,0
6281,1966,14-02-2013,27,0,199,37,47,6,5,0
4338,1983,25-03-2014,28,0,9,0,0,1,3,0
2452,1971,01-01-2013,8,33,60,8,3,5,5,1
9507,1975,07-04-2013,18,23,73,4,23,6,5,0
8360,1971,07-11-2013,76,16,37,7,9,3,5,0
10311,1969,05-10-2013,0,4,12,2,4,25,0,0
5117,1963,02-08-2012,32,151,137,153,19,4,8,0
4867,1968,20-09-2013,2,0,18,2,0,3,4,0
9289,1979,10-04-2014,16,1,17,0,3,2,2,1
10913,1984,05-12-2012,56,2,12,0,1,1,2,1
3032,1984,27-02-2013,97,34,62,11,14,4,4,0
8524,1974,18-09-2012,15,3,30,10,7,3,3,1
3334,1951,12-02-2014,35,143,797,106,143,5,9,0
4470,1962,10-06-2013,3,1,44,6,5,2,4,0
1406,1975,12-02-2013,49,7,81,20,0,6,5,0
8619,1957,24-12-2012,4,0,6,3,1,0,3,0
10821,1978,06-02-2013,45,4,33,0,2,4,5,0
4552,1991,22-06-2013,37,2,101,64,26,3,3,0
898,1986,21-10-2013,39,15,54,3,8,3,4,0
9797,1956,13-04-2014,38,19,130,4,11,3,8,0
10949,1963,16-12-2013,8,37,592,145,37,5,8,1
8212,1971,28-03-2013,89,15,27,13,13,3,4,0
6248,1947,17-10-2013,47,24,746,94,29,9,11,1
10164,1958,03-04-2014,75,33,417,108,100,5,5,0
4547,1960,17-04-2013,86,2,9,2,1,1,3,0
6815,1980,23-05-2014,4,21,125,52,101,7,8,1
4122,1975,29-08-2012,73,23,117,179,28,6,4,1
10841,1975,25-12-2012,46,22,133,41,31,4,8,0
5370,1973,16-01-2013,38,3,141,0,7,7,6,0
176,1980,02-01-2014,73,38,67,33,36,4,6,0
4860,1970,08-03-2013,66,2,8,3,2,1,3,0
10757,1967,24-12-2013,36,2,5,2,0,1,2,0
4023,1970,06-09-2012,29,17,19,20,21,3,2,1
6679,1966,12-06-2014,29,3,3,0,0,0,3,0
9923,1972,18-09-2013,6,0,16,0,0,2,4,0
7181,1977,07-11-2013,97,0,13,2,0,2,3,0
3599,1970,26-11-2012,61,80,428,208,93,8,8,0
405,1964,13-02-2013,68,0,31,4,0,5,3,0
6870,1959,17-09-2013,73,2,49,17,13,3,7,0
832,1966,02-03-2014,90,14,113,10,14,8,10,0
2002,1958,20-05-2013,81,51,932,180,34,5,5,0
3657,1986,14-02-2013,1,1,33,13,12,4,4,0
500,1977,06-08-2013,79,43,735,40,194,7,9,1
1951,1981,27-01-2013,92,122,122,208,129,11,8,0
3262,1958,07-08-2012,31,112,417,42,48,2,13,1
4102,1975,29-03-2013,46,1,2,2,1,0,3,0
7042,1983,01-03-2013,14,3,14,15,21,2,2,1
10598,1967,15-04-2013,89,1,16,4,1,2,3,0
255,1951,30-03-2014,31,0,2,0,0,1,3,0
2375,1972,25-09-2012,75,0,5,0,3,0,3,0
9829,1978,12-02-2014,42,4,17,12,10,2,4,0
6214,1982,05-04-2013,53,10,29,4,7,2,3,0
4954,1956,21-01-2014,53,27,68,52,7,4,5,0
7861,1952,05-02-2014,23,57,242,45,0,8,6,0
4837,1965,16-02-2013,57,43,226,69,10,8,13,0
9423,1979,23-02-2014,49,3,17,7,3,2,4,0
4198,1965,12-03-2013,6,1,3,0,4,0,3,0
153,1953,17-10-2013,29,3,6,4,2,1,3,0
9323,1949,07-09-2012,5,8,223,32,49,10,7,1
10001,1985,01-08-2012,98,17,17,13,14,2,3,0
3945,1947,10-03-2013,80,44,215,0,17,11,4,1
3799,1955,26-11-2013,4,35,322,46,7,7,11,0
8625,1976,12-11-2013,70,1,23,0,5,3,3,0
3491,1975,29-04-2013,32,60,364,119,101,11,8,0
983,1984,28-09-2013,82,29,92,28,10,6,3,0
9119,1950,05-12-2013,27,17,76,36,17,3,7,0
4786,1977,04-10-2012,94,82,257,93,61,10,12,0
5872,1951,01-06-2013,23,90,216,63,6,4,10,0
6568,1984,28-03-2013,97,0,36,15,5,2,3,0
5628,1982,08-02-2013,25,154,323,201,61,10,10,0
5631,1991,02-05-2013,92,47,197,55,42,5,8,0
4974,1970,25-09-2012,98,89,650,16,102,4,9,0
8416,1981,29-11-2013,19,6,15,10,5,2,3,0
5454,1979,01-12-2013,80,0,7,3,0,2,3,0
4095,1971,11-09-2012,80,37,64,49,34,4,6,0
5474,1970,30-11-2013,79,7,99,4,25,4,4,0
4268,1959,09-06-2014,50,0,21,0,1,3,4,0
10701,1973,11-09-2013,60,0,264,120,80,7,12,0
3507,1970,17-08-2012,44,161,426,210,44,2,5,1
2079,1947,27-12-2013,0,26,535,73,98,5,10,0
626,1951,09-03-2013,28,2,12,0,2,1,3,0
4426,1975,22-09-2013,35,4,51,6,4,7,6,0
2591,1959,22-06-2014,49,35,214,69,53,6,4,0
10509,1955,02-06-2014,46,0,16,0,0,3,3,0
6382,1953,26-06-2014,97,0,11,3,0,1,3,0
6673,1965,19-03-2013,51,6,27,12,17,3,3,0
7441,1973,06-10-2012,80,159,447,20,0,2,12,0
1071,1976,21-07-2013,10,88,168,69,44,7,13,0
10061,1950,05-01-2013,29,17,143,0,8,9,12,0
7187,1969,18-05-2013,52,42,48,94,66,4,4,0
8775,1969,27-12-2013,74,0,56,20,8,3,3,0
1612,1981,31-05-2013,82,0,15,0,2,3,3,0
2345,1982,25-10-2013,54,54,348,71,54,4,8,0
322,1978,12-01-2013,93,1,11,0,0,2,3,0
10897,1974,12-08-2012,63,80,217,29,80,9,12,0
123,1951,06-01-2013,92,35,133,23,151,4,4,0
6103,1948,06-09-2013,40,15,15,17,6,2,3,0
7899,1952,29-10-2012,70,33,332,21,33,4,4,0
10500,1984,05-04-2014,96,1,20,16,14,3,4,0
1655,1979,19-10-2013,81,3,15,2,1,1,3,0
2406,1949,05-08-2013,63,4,94,12,9,6,8,0
2712,1956,25-12-2013,85,178,178,103,39,6,10,0
5517,1969,15-09-2013,51,0,11,0,2,1,2,0
10643,1987,10-01-2013,23,83,267,85,59,5,11,1
2254,1983,07-07-2013,95,120,414,121,80,9,5,0
10281,1970,07-02-2014,11,60,241,13,54,5,7,1
6958,1977,05-07-2013,42,0,4,0,0,1,2,0
954,1960,27-03-2014,77,3,24,34,7,2,3,0
5079,1971,03-03-2013,82,1,16,0,0,2,3,0
10339,1954,23-06-2013,83,0,22,0,0,4,4,0
4643,1973,26-08-2012,40,26,46,38,9,3,4,0
3117,1955,18-10-2013,95,0,21,12,6,6,5,0
6497,1960,07-11-2012,32,6,23,13,6,6,5,0
5396,1988,13-01-2013,48,12,385,33,89,9,13,0
5250,1943,30-10-2013,75,126,490,164,126,5,11,1
1052,1969,16-02-2013,24,38,161,62,47,8,7,0
2802,1992,15-12-2012,61,25,607,67,17,4,7,0
6343,1959,31-03-2014,6,73,380,114,73,6,7,0
6507,1980,04-10-2013,16,11,15,2,0,1,4,0
7901,1971,06-11-2013,39,1,5,2,1,0,3,0
4865,1974,31-08-2013,2,7,140,10,3,5,8,1
2686,1969,21-10-2013,49,1,4,15,1,1,2,0
3107,1976,02-05-2014,31,24,124,24,15,4,7,0
7734,1993,19-12-2012,58,102,125,212,61,4,7,1
1146,1949,07-09-2012,5,8,223,32,49,10,7,1
11031,1950,21-05-2013,90,1,10,2,0,1,3,0
7428,1975,30-09-2013,47,132,445,250,192,3,8,0
975,1956,28-05-2013,25,4,26,8,4,4,5,0
1103,1976,29-09-2012,60,55,278,49,0,4,10,1
3422,1975,29-11-2012,67,12,128,33,12,2,4,0
1055,1976,20-03-2014,40,0,8,2,0,1,3,0
6544,1949,22-05-2014,63,0,356,63,28,6,11,0
1241,1984,17-09-2012,1,3,8,7,4,1,3,1
2909,1974,19-02-2014,89,24,230,16,24,8,6,0
5802,1972,28-02-2013,40,7,11,16,12,2,4,0
1407,1986,29-10-2012,5,12,5,3,16,2,3,0
6183,1962,10-06-2013,3,1,44,6,5,2,4,0
340,1970,15-12-2012,1,35,179,0,0,7,8,1
5991,1949,08-06-2013,24,2,39,3,2,5,4,0
3104,1961,17-09-2012,89,59,968,51,79,5,12,1
9729,1955,02-06-2013,48,10,253,56,43,8,7,0
1008,1981,21-12-2012,31,17,133,11,8,7,13,0
11091,1953,16-05-2014,68,2,9,2,0,1,3,0
3969,1974,01-11-2013,46,4,17,7,6,2,2,0
1916,1954,24-07-2013,92,3,180,20,3,7,6,0
9907,1969,04-12-2013,80,28,152,25,9,6,10,0
87,1981,26-08-2013,16,7,5,26,2,2,3,0
8659,1952,21-01-2014,50,71,174,13,10,6,11,0
6262,1962,10-04-2013,93,42,450,55,56,3,8,0
6147,1971,18-10-2012,51,2,8,2,2,0,2,0
8832,1976,12-09-2012,24,5,56,12,8,3,4,0
10067,1976,10-08-2013,79,0,4,0,0,1,2,0
7532,1980,30-08-2012,26,2,11,4,0,3,4,0
4915,1956,03-08-2012,86,72,98,136,21,5,12,0
2115,1957,20-06-2014,68,0,10,0,0,1,4,0
2088,1972,04-10-2013,98,15,414,99,30,5,12,0
2493,1966,02-08-2013,34,0,107,19,9,7,8,0
6292,1986,30-03-2013,60,0,359,46,89,4,10,1
1631,1965,03-09-2012,3,63,292,0,25,8,7,1
10104,1974,03-11-2013,65,0,2,0,0,1,2,0
3006,1976,22-04-2013,83,0,14,7,3,1,3,0
3919,1976,11-03-2013,64,0,883,50,38,5,8,1
11181,1949,29-08-2013,85,1,2,1,1,0,0,0
642,1980,14-08-2012,69,3,2,20,30,2,2,0
4369,1957,10-01-2014,48,67,500,199,0,3,6,0
10127,1965,06-04-2014,21,11,61,4,7,8,4,0
271,1969,02-10-2013,30,0,50,6,11,3,3,0
4973,1970,11-05-2014,39,3,6,4,1,1,2,0
2948,1954,01-03-2014,76,12,48,4,12,2,5,0
2715,1966,06-08-2012,11,3,37,4,2,3,2,1
10432,1974,30-01-2014,26,0,9,3,6,1,3,0
9216,1971,23-01-2014,34,2,11,3,1,2,3,0
7124,1968,01-02-2013,72,4,12,8,0,2,4,0
9727,1957,28-02-2014,13,24,11,16,1,2,4,0
5136,1973,17-01-2014,58,7,92,0,15,9,8,0
9790,1957,23-11-2013,12,72,170,47,36,11,4,1
1818,1971,25-03-2014,23,0,8,0,1,2,2,0
1100,1960,24-03-2014,33,4,22,0,2,3,3,0
7873,1973,06-07-2013,30,11,114,15,14,4,7,0
10609,1962,12-10-2013,15,0,13,3,1,1,4,0
6950,1958,15-12-2013,25,1,16,0,1,2,3,0
7233,1972,17-09-2012,4,32,849,229,48,5,6,0
9481,1976,28-01-2014,80,9,11,13,10,3,3,0
7699,1969,02-10-2013,30,0,50,6,11,3,3,0
2711,1976,27-06-2013,6,1,5,4,5,1,3,0
8933,1983,12-05-2014,16,3,23,4,7,2,4,0
8726,1964,29-04-2014,57,8,44,10,10,3,4,0
1515,1975,22-01-2014,9,2,7,4,2,1,3,0
5186,1955,12-03-2014,59,7,115,19,7,7,9,0
10157,1965,25-01-2014,78,15,89,34,42,4,6,0
5667,1964,11-10-2012,90,30,399,60,46,9,4,1
902,1980,04-03-2014,74,12,48,4,12,6,4,0
977,1957,01-08-2013,10,19,111,50,15,5,8,0
7313,1949,03-06-2013,63,73,614,133,102,6,11,0
7600,1992,28-10-2013,13,3,3,8,1,1,3,0
9706,1974,24-06-2013,98,1,20,4,0,2,3,0
2429,1954,14-02-2013,4,69,300,150,138,5,8,0
3520,1990,27-03-2013,94,28,818,0,28,4,7,1
10394,1984,23-12-2013,91,144,133,94,192,4,5,0
4548,1981,23-11-2013,66,4,10,0,2,1,3,0
9362,1965,05-03-2014,14,5,32,13,5,9,7,0
3968,1970,28-06-2013,77,10,129,13,0,11,12,1
4084,1975,17-01-2014,41,155,155,192,93,6,11,0
6721,1951,29-07-2013,21,19,286,50,38,6,5,0
2829,1955,10-03-2014,25,0,70,0,7,9,8,0
1772,1975,11-01-2013,2,37,518,193,92,5,7,1
1544,1967,22-12-2012,51,68,689,224,68,4,10,0
492,1973,18-10-2012,3,3,50,4,3,7,6,0
4377,1971,07-01-2013,32,10,44,30,10,7,3,0
4541,1955,24-10-2013,84,6,82,6,6,3,6,0
1321,1974,04-11-2013,49,2,18,0,2,3,3,0
8858,1972,07-03-2013,69,0,21,0,0,8,7,0
3266,1964,23-04-2014,96,36,11,3,26,1,4,0
11187,1978,20-05-2013,23,8,10,12,14,2,3,0
8207,1957,18-03-2014,18,0,9,3,0,1,3,0
9723,1960,10-01-2013,8,142,217,62,9,7,13,0
2666,1972,06-02-2014,21,50,167,130,0,8,11,0
5721,1956,11-05-2014,60,76,749,59,45,7,6,0
10652,1957,10-01-2014,48,67,500,199,0,3,6,0
1646,1972,16-03-2014,36,9,12,11,2,1,3,0
4418,1983,25-02-2013,36,47,655,145,111,7,12,1
2656,1971,21-02-2013,63,1,7,0,4,1,2,0
7990,1947,02-08-2012,2,1,2,3,2,0,3,0
8722,1957,06-11-2012,38,54,845,202,133,7,10,1
7118,1957,01-08-2012,61,80,363,52,26,9,6,1
2980,1952,22-03-2013,52,0,13,4,2,3,3,0
1839,1974,21-04-2014,25,7,48,10,2,3,4,0
10722,1973,21-08-2013,63,8,124,11,4,6,3,0
2632,1954,18-06-2013,10,0,38,13,0,5,4,1
9014,1975,26-06-2014,65,1,16,2,0,3,3,0
7620,1990,05-08-2013,71,11,16,21,8,2,2,0
10968,1969,23-11-2012,0,21,300,65,8,8,6,0
11133,1973,18-10-2012,3,3,50,4,3,7,6,1
2736,1978,02-01-2013,88,124,156,71,78,5,11,0
1876,1990,16-02-2013,15,0,8,23,4,1,4,0
5959,1968,15-10-2012,80,0,23,0,0,3,5,0
1092,1980,11-08-2012,17,129,495,182,43,9,4,0
4333,1954,23-03-2014,76,0,10,0,0,2,3,0
3850,1963,07-12-2012,52,3,3,15,4,1,3,0
6168,1963,15-07-2013,28,0,5,0,0,1,2,0
607,1955,13-02-2013,31,29,131,32,0,8,7,0
10469,1981,05-02-2014,42,71,860,93,27,6,9,0
6983,1950,01-05-2014,24,2,17,2,1,2,3,0
3661,1995,12-10-2012,42,51,631,72,55,4,8,0
9303,1976,30-07-2013,12,4,7,1,3,1,0,0
692,1954,20-12-2012,88,2,5,0,0,1,2,0
736,1983,21-03-2013,67,3,19,3,3,2,3,0
9589,1948,05-04-2014,54,194,377,149,125,4,7,0
4838,1978,19-06-2013,40,1,8,0,0,1,2,0
9246,1985,14-10-2012,73,3,129,26,24,6,6,0
6261,1979,26-11-2013,81,31,88,11,48,3,10,0
7366,1982,04-07-2013,12,26,538,69,13,3,11,1
10659,1979,07-05-2013,7,8,11,3,8,3,2,0
1448,1963,25-06-2014,33,12,12,0,3,2,4,0
4286,1970,09-01-2014,24,6,58,8,0,7,6,0
4749,1968,26-09-2012,55,24,68,38,0,8,6,0
4478,1979,24-03-2013,87,5,106,15,17,11,6,0
4201,1962,03-03-2013,39,7,137,4,0,4,8,0
8720,1978,12-08-2012,53,2,1607,12,4,0,1,0
10084,1972,18-05-2014,9,2,8,20,0,2,2,0
7004,1984,16-03-2013,82,3,26,7,1,3,2,0
9817,1970,21-08-2012,71,10,143,13,10,9,12,0
8080,1986,17-08-2012,50,1,6,3,4,0,3,0
9432,1977,02-06-2013,23,14,18,8,1,3,3,0
8372,1974,01-07-2013,81,3,7,6,2,1,2,0
10870,1967,13-06-2013,46,43,182,42,118,9,4,0
4001,1946,10-06-2014,56,0,30,0,0,8,5,0
7270,1981,25-01-2014,91,48,217,32,12,2,13,0
8235,1956,24-01-2014,8,30,214,80,30,6,10,0
9405,1954,15-10-2012,40,3,61,2,1,3,4,1
